date,time,booking_status,vehicle_type,pickup_location,drop_location,avg_vtat,avg_ctat,booking_value,ride_distance,driver_ratings,customer_rating,payment_method,price_per_km,day,month,period,hour,iscompleted
2024-12-20,1900-01-01 04:18:29,Completed,Bike,Model Town,Tis Hazari,7.7,41.5,277.0,48.97,4.9,4.5,Uber Wallet,5.656524402695528,Friday,12,Night,4,1
2024-10-26,1900-01-01 10:13:13,Completed,Auto,Azadpur,Hauz Rani,8.5,33.7,600.0,40.95,4.3,4.9,Debit Card,14.652014652014651,Saturday,10,Morning,10,1
2024-03-30,1900-01-01 11:11:41,Completed,Auto,Mehrauli,Nehru Place,9.4,40.0,524.0,8.52,3.7,4.3,UPI,61.502347417840376,Saturday,3,Morning,11,1
2024-01-28,1900-01-01 18:01:51,Completed,Go Mini,Bahadurgarh,Ramesh Nagar,3.4,31.0,1107.0,8.55,4.2,3.0,Credit Card,129.4736842105263,Sunday,1,Evening,18,1
2024-06-19,1900-01-01 18:24:15,Completed,Bike,Anand Vihar,Panchsheel Park,9.9,43.1,336.0,33.01,3.9,4.6,UPI,10.178733717055438,Wednesday,6,Evening,18,1
2024-03-01,1900-01-01 19:25:27,Completed,Auto,Golf Course Road,Sultanpur,8.5,37.4,178.0,5.06,3.1,4.9,UPI,35.177865612648226,Friday,3,Evening,19,1
2024-02-13,1900-01-01 21:57:05,Completed,Go Mini,Vishwavidyalaya,Botanical Garden,9.8,24.2,427.0,24.78,4.1,4.2,Uber Wallet,17.231638418079097,Tuesday,2,Night,21,1
2024-11-05,1900-01-01 15:31:37,Completed,Go Mini,Mandi House,IIT Delhi,13.3,44.1,557.0,4.12,3.1,4.3,UPI,135.19417475728156,Tuesday,11,Afternoon,15,1
2024-05-20,1900-01-01 06:04:23,Completed,Go Mini,Raj Nagar Extension,Rohini West,13.1,29.6,86.0,40.54,4.2,4.6,UPI,2.121361618154909,Monday,5,Morning,6,1
2024-11-18,1900-01-01 22:13:47,Completed,Premier Sedan,Arjangarh,Kadarpur,6.6,43.7,71.0,6.71,4.8,4.6,Cash,10.581222056631892,Monday,11,Night,22,1
2024-10-31,1900-01-01 16:07:20,Completed,Premier Sedan,Pragati Maidan,Vasant Kunj,6.5,42.8,2826.0,33.64,4.4,4.7,Cash,84.00713436385256,Thursday,10,Afternoon,16,1
2024-05-30,1900-01-01 21:22:46,Completed,Premier Sedan,Azadpur,Tagore Garden,12.3,43.8,484.0,33.36,4.0,3.8,Cash,14.508393285371703,Thursday,5,Night,21,1
2024-10-02,1900-01-01 07:02:16,Completed,Uber XL,Mayur Vihar,Maidan Garhi,12.0,29.9,382.0,44.82,4.6,4.2,Debit Card,8.522980812137439,Wednesday,10,Morning,7,1
2024-08-05,1900-01-01 19:11:46,Completed,Go Sedan,GTB Nagar,Vasant Kunj,5.9,25.6,222.0,14.04,4.6,4.4,UPI,15.811965811965813,Monday,8,Evening,19,1
2024-04-17,1900-01-01 14:33:17,Completed,Premier Sedan,Raj Nagar Extension,Central Secretariat,4.5,42.1,456.0,9.56,4.6,4.3,Debit Card,47.69874476987447,Wednesday,4,Afternoon,14,1
2024-10-31,1900-01-01 01:14:55,Completed,Go Sedan,Hauz Rani,Laxmi Nagar,4.3,26.6,803.0,33.13,4.2,4.5,Cash,24.23785089043163,Thursday,10,Night,1,1
2024-07-03,1900-01-01 11:11:31,Completed,Go Mini,India Gate,Rohini,14.7,21.0,509.0,32.82,4.6,3.8,UPI,15.50883607556368,Wednesday,7,Morning,11,1
2024-03-13,1900-01-01 10:39:18,Completed,Go Mini,Chanakyapuri,Kirti Nagar,3.6,41.0,143.0,13.61,4.9,4.5,UPI,10.50698016164585,Wednesday,3,Morning,10,1
2024-11-05,1900-01-01 18:18:11,Completed,Auto,Rithala,Karkarduma,7.2,20.3,272.0,42.83,4.1,4.6,UPI,6.3506887695540515,Tuesday,11,Evening,18,1
2024-07-26,1900-01-01 22:25:44,Completed,Premier Sedan,Vinobapuri,Noida Sector 62,6.1,18.8,682.0,30.99,3.8,4.6,Cash,22.007099064214263,Friday,7,Night,22,1
2024-07-03,1900-01-01 06:08:46,Completed,Auto,Punjabi Bagh,Jahangirpuri,3.3,16.0,334.0,27.65,4.6,4.4,Cash,12.079566003616637,Wednesday,7,Morning,6,1
2024-01-27,1900-01-01 11:40:30,Completed,Go Mini,Pulbangash,India Gate,6.0,38.9,599.0,48.4,3.1,4.7,UPI,12.37603305785124,Saturday,1,Morning,11,1
2024-11-04,1900-01-01 22:41:52,Completed,eBike,Mandi House,Mundka,12.7,22.2,381.0,46.01,4.3,4.3,Cash,8.280808519886982,Monday,11,Night,22,1
2024-09-12,1900-01-01 22:18:34,Completed,Go Mini,Saidulajab,Kashmere Gate,2.6,19.4,586.0,47.89,4.2,4.3,UPI,12.236375026101483,Thursday,9,Night,22,1
2024-04-07,1900-01-01 09:07:52,Completed,Auto,Mayur Vihar,Rithala,11.4,23.3,152.0,14.49,4.2,4.6,Debit Card,10.489993098688752,Sunday,4,Morning,9,1
2024-08-25,1900-01-01 21:13:47,Completed,Go Mini,Sushant Lok,Ashok Park Main,14.3,27.3,250.0,42.18,4.4,4.9,Cash,5.926979611190138,Sunday,8,Night,21,1
2024-01-24,1900-01-01 17:02:03,Completed,Uber XL,IIT Delhi,Mayur Vihar,4.7,19.9,315.0,26.29,3.7,3.3,Uber Wallet,11.98174210726512,Wednesday,1,Evening,17,1
2024-06-01,1900-01-01 17:58:45,Completed,Go Mini,Raj Nagar Extension,Badarpur,5.0,44.0,227.0,26.9,3.7,4.5,UPI,8.438661710037175,Saturday,6,Evening,17,1
2024-12-19,1900-01-01 19:32:09,Completed,Bike,Sultanpur,Karol Bagh,14.9,32.7,190.0,45.02,4.6,4.6,Uber Wallet,4.220346512661039,Thursday,12,Evening,19,1
2024-03-03,1900-01-01 17:27:03,Completed,Auto,Shivaji Park,Bahadurgarh,6.3,44.2,1611.0,47.23,3.7,5.0,UPI,34.10967605335592,Sunday,3,Evening,17,1
2024-07-04,1900-01-01 00:27:21,Completed,Premier Sedan,Laxmi Nagar,Bhiwadi,8.5,36.2,690.0,21.82,4.2,4.0,Cash,31.622364802933088,Thursday,7,Night,0,1
2024-01-22,1900-01-01 14:33:47,Completed,Auto,Rajouri Garden,Hauz Khas,11.6,32.9,406.0,23.63,4.7,4.2,UPI,17.181548878544223,Monday,1,Afternoon,14,1
2024-09-14,1900-01-01 17:09:35,Completed,Go Mini,Ashok Vihar,Delhi Gate,4.8,24.4,603.0,26.39,4.0,4.2,Uber Wallet,22.849564228874574,Saturday,9,Evening,17,1
2024-05-10,1900-01-01 17:49:19,Completed,Go Sedan,Jasola,Anand Vihar,13.1,35.5,700.0,14.2,4.2,5.0,UPI,49.29577464788733,Friday,5,Evening,17,1
2024-01-01,1900-01-01 17:51:47,Completed,Go Mini,Green Park,Ashram,9.5,24.1,463.0,37.58,4.2,4.6,Cash,12.320383182543907,Monday,1,Evening,17,1
2024-06-16,1900-01-01 21:37:50,Completed,Auto,GTB Nagar,Saket A Block,9.1,15.8,258.0,13.73,4.2,3.8,UPI,18.790968681718862,Sunday,6,Night,21,1
2024-11-13,1900-01-01 02:52:02,Completed,Go Mini,Lal Quila,DLF City Court,13.4,25.9,203.0,42.77,4.2,4.6,Debit Card,4.746317512274959,Wednesday,11,Night,2,1
2024-08-19,1900-01-01 10:07:52,Completed,Bike,Dilshad Garden,Manesar,10.6,22.4,148.0,21.56,4.9,4.9,Cash,6.8645640074211505,Monday,8,Morning,10,1
2024-09-29,1900-01-01 09:05:02,Completed,Auto,Maidan Garhi,Sarai Kale Khan,10.7,34.9,987.0,3.76,3.7,4.3,Cash,262.5,Sunday,9,Morning,9,1
2024-08-18,1900-01-01 10:10:32,Completed,Go Mini,Huda City Centre,Sadar Bazar Gurgaon,12.3,16.7,354.0,14.23,4.2,3.2,UPI,24.877020379479973,Sunday,8,Morning,10,1
2024-07-29,1900-01-01 07:59:03,Completed,Go Mini,Mehrauli,Subhash Chowk,8.4,17.8,151.0,49.73,3.7,4.2,Uber Wallet,3.0363965413231453,Monday,7,Morning,7,1
2024-12-14,1900-01-01 20:52:26,Completed,Go Sedan,Mansarovar Park,Manesar,14.2,20.6,111.0,4.17,4.1,4.5,Cash,26.618705035971225,Saturday,12,Evening,20,1
2024-06-07,1900-01-01 11:26:51,Completed,Auto,Azadpur,Ardee City,9.0,38.1,115.0,2.4,3.4,4.3,UPI,47.91666666666667,Friday,6,Morning,11,1
2024-11-24,1900-01-01 14:42:55,Completed,Go Sedan,Okhla,RK Puram,11.8,26.3,471.0,33.47,4.3,4.9,UPI,14.072303555422767,Sunday,11,Afternoon,14,1
2024-10-28,1900-01-01 20:40:15,Completed,Go Mini,DLF Phase 3,Akshardham,11.7,36.2,96.0,24.52,4.3,4.3,Cash,3.9151712887438825,Monday,10,Evening,20,1
2024-11-01,1900-01-01 22:07:18,Completed,Go Sedan,Rohini West,Pragati Maidan,5.1,20.9,228.0,49.33,4.4,4.1,Cash,4.621933914453679,Friday,11,Night,22,1
2024-07-19,1900-01-01 06:30:39,Completed,Bike,Ashok Vihar,Kashmere Gate,3.4,34.3,109.0,29.82,4.6,4.3,UPI,3.6552649228705567,Friday,7,Morning,6,1
2024-03-16,1900-01-01 17:09:01,Completed,Auto,Huda City Centre,Jasola,4.1,42.5,392.0,47.77,3.1,5.0,UPI,8.205987021142976,Saturday,3,Evening,17,1
2024-03-09,1900-01-01 15:05:18,Completed,Go Mini,Chhatarpur,Dilshad Garden,14.5,28.2,774.0,47.72,3.9,5.0,Cash,16.21961441743504,Saturday,3,Afternoon,15,1
2024-01-19,1900-01-01 20:59:21,Completed,Go Sedan,Khan Market,Nirman Vihar,3.4,28.9,633.0,14.12,3.6,4.3,Cash,44.8300283286119,Friday,1,Evening,20,1
2024-09-24,1900-01-01 02:31:50,Completed,Auto,Moti Nagar,Basai Dhankot,9.2,15.9,273.0,40.38,3.9,4.6,UPI,6.760772659732541,Tuesday,9,Night,2,1
2024-11-08,1900-01-01 20:50:42,Completed,eBike,Vatika Chowk,Kherki Daula Toll,9.2,23.7,535.0,26.38,4.9,3.8,Uber Wallet,20.28051554207733,Friday,11,Evening,20,1
2024-06-29,1900-01-01 10:51:13,Completed,Go Mini,Welcome,Jor Bagh,12.1,44.1,427.0,41.04,3.4,4.7,Cash,10.404483430799221,Saturday,6,Morning,10,1
2024-12-03,1900-01-01 09:38:11,Completed,Go Sedan,Karkarduma,Mehrauli,14.5,24.2,271.0,16.41,3.7,4.4,Cash,16.514320536258378,Tuesday,12,Morning,9,1
2024-07-09,1900-01-01 20:30:48,Completed,Auto,Cyber Hub,Nawada,3.1,33.7,2316.0,21.18,4.3,4.9,Cash,109.34844192634561,Tuesday,7,Evening,20,1
2024-04-29,1900-01-01 18:16:11,Completed,Auto,Keshav Puram,Central Secretariat,10.7,15.3,226.0,39.67,4.6,4.5,Credit Card,5.697000252079657,Monday,4,Evening,18,1
2024-04-21,1900-01-01 17:01:53,Completed,Auto,Kirti Nagar,IFFCO Chowk,6.9,25.8,583.0,5.86,4.7,3.7,Uber Wallet,99.48805460750853,Sunday,4,Evening,17,1
2024-10-29,1900-01-01 20:54:49,Completed,Auto,Mayur Vihar,Dwarka Sector 21,12.0,16.4,89.0,32.81,4.3,4.6,UPI,2.7125876257238644,Tuesday,10,Evening,20,1
2024-01-21,1900-01-01 07:20:42,Completed,Bike,Khan Market,Badarpur,2.7,43.3,418.0,47.8,3.8,4.8,UPI,8.744769874476988,Sunday,1,Morning,7,1
2024-11-14,1900-01-01 17:02:14,Completed,Go Sedan,Anand Vihar ISBT,Lal Quila,13.6,41.6,86.0,45.08,4.3,4.2,UPI,1.9077196095829636,Thursday,11,Evening,17,1
2024-05-10,1900-01-01 11:35:58,Completed,Go Sedan,Sadar Bazar Gurgaon,Kalkaji,13.9,19.5,617.0,8.52,4.3,4.8,Uber Wallet,72.41784037558686,Friday,5,Morning,11,1
2024-10-20,1900-01-01 12:32:44,Completed,Bike,Rohini West,Rajouri Garden,11.1,31.9,1230.0,44.63,4.3,4.6,UPI,27.559937261931434,Sunday,10,Afternoon,12,1
2024-05-20,1900-01-01 11:26:39,Completed,Go Mini,Madipur,Sarai Kale Khan,13.5,18.0,492.0,37.57,3.7,4.1,Debit Card,13.095554964067075,Monday,5,Morning,11,1
2024-09-26,1900-01-01 15:44:58,Completed,Bike,Kashmere Gate,Golf Course Road,10.8,20.3,453.0,30.81,4.2,3.5,UPI,14.703018500486856,Thursday,9,Afternoon,15,1
2024-01-11,1900-01-01 11:51:50,Completed,Auto,Bahadurgarh,Saidulajab,2.3,21.3,104.0,44.74,4.3,4.3,Cash,2.32454179704962,Thursday,1,Morning,11,1
2024-07-06,1900-01-01 08:22:20,Completed,Premier Sedan,Model Town,Botanical Garden,2.4,29.0,596.0,42.71,3.8,4.0,UPI,13.954577382346054,Saturday,7,Morning,8,1
2024-07-21,1900-01-01 12:23:59,Completed,Auto,Kashmere Gate,Pitampura,13.1,36.7,978.0,6.23,3.5,4.9,Cash,156.9823434991974,Sunday,7,Afternoon,12,1
2024-08-29,1900-01-01 21:53:00,Completed,Go Mini,Rajiv Nagar,Pragati Maidan,5.5,44.5,493.0,42.71,4.6,5.0,Credit Card,11.542964177007727,Thursday,8,Night,21,1
2024-05-16,1900-01-01 19:14:12,Completed,Go Sedan,Botanical Garden,Karol Bagh,12.5,16.5,129.0,37.72,3.7,4.6,Credit Card,3.4199363732767765,Thursday,5,Evening,19,1
2024-09-06,1900-01-01 14:43:01,Completed,Go Mini,Ghitorni,Jhilmil,3.2,38.9,492.0,40.98,4.3,4.6,Debit Card,12.005856515373354,Friday,9,Afternoon,14,1
2024-02-09,1900-01-01 18:46:59,Completed,Go Sedan,Chhatarpur,Saket,5.6,34.7,314.0,34.64,4.3,3.9,Debit Card,9.064665127020785,Friday,2,Evening,18,1
2024-12-11,1900-01-01 21:25:36,Completed,Premier Sedan,Lajpat Nagar,Old Gurgaon,3.7,17.3,254.0,34.68,4.6,4.5,UPI,7.324106113033449,Wednesday,12,Night,21,1
2024-09-09,1900-01-01 19:23:01,Completed,Go Sedan,Badarpur,INA Market,12.0,44.1,213.0,22.86,4.9,4.2,Cash,9.317585301837271,Monday,9,Evening,19,1
2024-03-12,1900-01-01 22:59:45,Completed,eBike,Vasant Kunj,Saket,13.9,17.9,80.0,41.69,3.6,4.2,UPI,1.9189254017750061,Tuesday,3,Night,22,1
2024-04-11,1900-01-01 11:07:01,Completed,Go Mini,Peeragarhi,Subhash Chowk,14.9,18.7,247.0,7.21,4.3,4.5,Cash,34.25797503467406,Thursday,4,Morning,11,1
2024-08-18,1900-01-01 13:24:59,Completed,Premier Sedan,Gurgaon Sector 56,Ardee City,5.1,28.7,832.0,22.8,4.3,4.2,UPI,36.49122807017544,Sunday,8,Afternoon,13,1
2024-03-07,1900-01-01 16:28:17,Completed,Go Mini,Kashmere Gate ISBT,Tughlakabad,14.0,34.7,437.0,20.58,4.6,4.6,Cash,21.23420796890185,Thursday,3,Afternoon,16,1
2024-08-24,1900-01-01 02:08:33,Completed,Go Mini,Rajiv Nagar,Lajpat Nagar,2.9,29.1,643.0,10.37,3.9,4.3,Cash,62.00578592092575,Saturday,8,Night,2,1
2024-07-01,1900-01-01 22:24:26,Completed,Uber XL,Cyber Hub,Moolchand,4.5,24.1,780.0,25.9,4.3,4.9,Cash,30.115830115830118,Monday,7,Night,22,1
2024-12-28,1900-01-01 09:50:40,Completed,Go Mini,Moolchand,Nawada,12.5,31.7,525.0,23.62,4.8,3.8,UPI,22.22692633361558,Saturday,12,Morning,9,1
2024-05-13,1900-01-01 05:11:33,Completed,Go Sedan,Lajpat Nagar,Tagore Garden,8.6,33.6,949.0,5.76,4.2,4.2,Uber Wallet,164.75694444444446,Monday,5,Morning,5,1
2024-12-28,1900-01-01 19:19:55,Completed,Auto,Cyber Hub,Tilak Nagar,5.6,43.5,185.0,5.67,4.2,4.4,UPI,32.6278659611993,Saturday,12,Evening,19,1
2024-04-19,1900-01-01 19:39:01,Completed,Auto,Kherki Daula Toll,Aya Nagar,10.8,32.7,544.0,47.3,3.8,4.3,UPI,11.501057082452432,Friday,4,Evening,19,1
2024-08-28,1900-01-01 04:35:36,Completed,Go Sedan,Sikanderpur,Kherki Daula Toll,6.7,40.8,437.0,12.55,3.3,4.9,UPI,34.820717131474105,Wednesday,8,Night,4,1
2024-08-01,1900-01-01 09:42:44,Completed,Auto,South Extension,IGI Airport,6.1,28.6,383.0,21.17,4.3,4.3,Cash,18.091639111950872,Thursday,8,Morning,9,1
2024-10-28,1900-01-01 06:10:49,Completed,Auto,Karkarduma,Sarojini Nagar,11.4,24.3,727.0,32.39,4.6,4.5,Cash,22.44519913553566,Monday,10,Morning,6,1
2024-04-22,1900-01-01 02:34:35,Completed,Go Sedan,Jor Bagh,Sadar Bazar Gurgaon,4.0,28.8,132.0,35.75,4.5,4.0,UPI,3.6923076923076925,Monday,4,Night,2,1
2024-06-01,1900-01-01 17:17:03,Completed,Go Mini,Hero Honda Chowk,Karol Bagh,6.7,19.2,709.0,40.21,4.2,4.3,Debit Card,17.632429743844813,Saturday,6,Evening,17,1
2024-05-19,1900-01-01 17:46:32,Completed,Uber XL,Indraprastha,Aya Nagar,5.8,19.9,827.0,30.47,4.4,5.0,UPI,27.141450607154578,Sunday,5,Evening,17,1
2024-10-22,1900-01-01 06:39:08,Completed,Auto,Pataudi Chowk,Connaught Place,7.9,28.9,130.0,3.64,3.5,4.9,Cash,35.714285714285715,Tuesday,10,Morning,6,1
2024-08-08,1900-01-01 18:00:39,Completed,Premier Sedan,Laxmi Nagar,Hauz Khas,11.9,32.2,440.0,8.87,4.3,4.8,Cash,49.60541149943631,Thursday,8,Evening,18,1
2024-01-30,1900-01-01 18:36:46,Completed,Go Mini,Kanhaiya Nagar,Paschim Vihar,12.7,26.3,128.0,33.46,4.2,4.4,Credit Card,3.825463239689181,Tuesday,1,Evening,18,1
2024-07-07,1900-01-01 09:33:40,Completed,Go Mini,Kaushambi,Gurgaon Railway Station,2.2,30.5,280.0,24.82,3.8,4.5,UPI,11.281224818694602,Sunday,7,Morning,9,1
2024-02-14,1900-01-01 20:21:17,Completed,Premier Sedan,Noida Sector 62,Kherki Daula Toll,14.7,35.0,81.0,25.89,4.3,3.9,Uber Wallet,3.1286210892236386,Wednesday,2,Evening,20,1
2024-02-01,1900-01-01 11:07:22,Completed,Bike,Dwarka Sector 21,Kadarpur,14.0,40.6,260.0,5.42,3.3,4.8,Cash,47.97047970479705,Thursday,2,Morning,11,1
2024-09-24,1900-01-01 18:01:14,Completed,eBike,Huda City Centre,Shastri Nagar,10.6,40.9,234.0,46.39,4.0,4.6,Credit Card,5.044190558309981,Tuesday,9,Evening,18,1
2024-07-05,1900-01-01 20:33:22,Completed,Premier Sedan,Rithala,Huda City Centre,5.9,30.8,355.0,22.05,4.1,4.2,Cash,16.099773242630384,Friday,7,Evening,20,1
2024-03-05,1900-01-01 18:55:28,Completed,Auto,Satguru Ram Singh Marg,Keshav Puram,7.1,34.6,776.0,37.99,4.6,4.6,UPI,20.426428007370358,Tuesday,3,Evening,18,1
2024-05-16,1900-01-01 13:09:02,Completed,eBike,Inderlok,Karol Bagh,12.8,44.4,400.0,14.34,4.8,4.7,Credit Card,27.89400278940028,Thursday,5,Afternoon,13,1
2024-08-25,1900-01-01 10:22:23,Completed,eBike,Mansarovar Park,Madipur,8.9,34.4,345.0,3.1,4.3,4.2,UPI,111.29032258064515,Sunday,8,Morning,10,1
2024-05-03,1900-01-01 11:20:13,Completed,Go Mini,Ambience Mall,Bhiwadi,2.9,20.6,767.0,41.51,4.3,4.4,UPI,18.477475307154904,Friday,5,Morning,11,1
2024-11-21,1900-01-01 18:21:21,Completed,Premier Sedan,Preet Vihar,Paschim Vihar,10.0,44.2,509.0,17.67,3.8,3.3,Cash,28.8058856819468,Thursday,11,Evening,18,1
2024-07-26,1900-01-01 10:52:59,Completed,Go Mini,Ashram,Jasola,7.1,17.4,971.0,29.53,4.7,3.8,UPI,32.881815103284794,Friday,7,Morning,10,1
2024-08-29,1900-01-01 16:57:33,Completed,Go Sedan,Samaypur Badli,Subhash Nagar,7.6,22.0,124.0,46.29,4.4,4.4,Cash,2.678764311946425,Thursday,8,Afternoon,16,1
2024-02-14,1900-01-01 10:54:33,Completed,Go Sedan,Greater Kailash,Ashram,9.9,42.6,93.0,22.32,4.2,4.8,Uber Wallet,4.166666666666667,Wednesday,2,Morning,10,1
2024-09-10,1900-01-01 12:26:34,Completed,Go Mini,Madipur,Lal Quila,8.7,38.6,461.0,4.02,3.9,4.5,UPI,114.6766169154229,Tuesday,9,Afternoon,12,1
2024-07-27,1900-01-01 16:10:53,Completed,eBike,Hauz Khas,Saket,4.9,44.2,604.0,40.17,3.8,4.5,Debit Card,15.036096589494647,Saturday,7,Afternoon,16,1
2024-11-06,1900-01-01 15:07:35,Completed,Auto,Sultanpur,IMT Manesar,3.9,39.3,646.0,43.75,3.9,5.0,Cash,14.765714285714285,Wednesday,11,Afternoon,15,1
2024-05-02,1900-01-01 18:45:15,Completed,Premier Sedan,Anand Vihar ISBT,Netaji Subhash Place,14.8,37.6,622.0,27.49,4.2,4.6,Debit Card,22.62640960349218,Thursday,5,Evening,18,1
2024-07-06,1900-01-01 14:46:47,Completed,Go Sedan,Noida Extension,Subhash Chowk,3.5,26.9,268.0,32.31,5.0,3.2,UPI,8.294645620550913,Saturday,7,Afternoon,14,1
2024-04-16,1900-01-01 13:04:00,Completed,Bike,Kanhaiya Nagar,IGNOU Road,8.6,30.9,337.0,15.06,4.1,4.3,Cash,22.377158034528552,Tuesday,4,Afternoon,13,1
2024-04-27,1900-01-01 03:23:21,Completed,Go Mini,Rajiv Chowk,Dwarka Mor,5.1,17.0,359.0,25.54,3.7,3.7,Cash,14.056382145653878,Saturday,4,Night,3,1
2024-02-25,1900-01-01 18:42:25,Completed,Premier Sedan,Paschim Vihar,Ashok Park Main,7.3,31.4,1288.0,25.55,4.3,4.9,UPI,50.410958904109584,Sunday,2,Evening,18,1
2024-04-10,1900-01-01 08:22:54,Completed,Auto,Seelampur,Ardee City,11.1,21.4,513.0,45.91,4.3,4.3,Uber Wallet,11.174036157699849,Wednesday,4,Morning,8,1
2024-01-18,1900-01-01 11:24:25,Completed,Bike,Shivaji Park,Golf Course Road,9.8,18.8,991.0,30.76,4.6,4.2,Uber Wallet,32.21716514954486,Thursday,1,Morning,11,1
2024-06-13,1900-01-01 15:46:57,Completed,Go Mini,Khan Market,Malviya Nagar,2.4,17.4,418.0,8.33,4.9,3.2,Uber Wallet,50.18007202881152,Thursday,6,Afternoon,15,1
2024-03-24,1900-01-01 11:52:52,Completed,Go Mini,Gurgaon Sector 56,Ghitorni,13.8,36.7,208.0,45.42,4.2,4.2,Credit Card,4.579480405107882,Sunday,3,Morning,11,1
2024-10-13,1900-01-01 19:49:17,Completed,Bike,Govindpuri,Bhiwadi,11.6,21.4,622.0,12.01,4.9,4.9,Uber Wallet,51.7901748542881,Sunday,10,Evening,19,1
2024-09-07,1900-01-01 19:07:04,Completed,Go Mini,Noida Sector 62,Rohini East,2.7,41.0,1470.0,27.4,4.6,4.3,UPI,53.649635036496356,Saturday,9,Evening,19,1
2024-07-08,1900-01-01 19:11:39,Completed,Go Sedan,Karol Bagh,Ashok Park Main,4.6,31.3,384.0,9.45,4.3,4.6,Uber Wallet,40.63492063492064,Monday,7,Evening,19,1
2024-08-14,1900-01-01 16:47:17,Completed,Auto,Kaushambi,Sadar Bazar Gurgaon,10.3,25.9,157.0,43.16,4.5,4.8,UPI,3.637627432808156,Wednesday,8,Afternoon,16,1
2024-02-03,1900-01-01 19:26:06,Completed,Premier Sedan,Sarai Kale Khan,Vidhan Sabha,10.3,33.7,916.0,6.79,4.1,4.3,UPI,134.90427098674522,Saturday,2,Evening,19,1
2024-10-22,1900-01-01 19:34:01,Completed,Auto,Yamuna Bank,Satguru Ram Singh Marg,9.6,40.7,203.0,15.9,4.9,3.8,UPI,12.767295597484276,Tuesday,10,Evening,19,1
2024-06-08,1900-01-01 16:15:47,Completed,Go Sedan,Pitampura,Kanhaiya Nagar,5.2,15.1,72.0,4.37,4.2,3.9,Cash,16.475972540045767,Saturday,6,Afternoon,16,1
2024-08-29,1900-01-01 00:25:07,Completed,Go Mini,Chirag Delhi,Govindpuri,6.3,30.4,50.0,27.82,4.3,4.7,Debit Card,1.7972681524083394,Thursday,8,Night,0,1
2024-12-01,1900-01-01 16:57:00,Completed,Uber XL,Noida Film City,Jama Masjid,9.3,27.6,627.0,26.16,4.6,4.2,Uber Wallet,23.96788990825688,Sunday,12,Afternoon,16,1
2024-07-12,1900-01-01 16:54:54,Completed,Go Sedan,Bhiwadi,Uttam Nagar,8.3,32.0,330.0,46.84,4.3,4.2,Cash,7.045260461144321,Friday,7,Afternoon,16,1
2024-09-11,1900-01-01 00:30:26,Completed,Auto,Kashmere Gate,New Delhi Railway Station,6.0,36.2,293.0,17.56,4.2,4.6,UPI,16.685649202733487,Wednesday,9,Night,0,1
2024-07-24,1900-01-01 08:25:37,Completed,Auto,Lajpat Nagar,Rohini East,9.6,34.9,100.0,4.89,4.6,4.9,Uber Wallet,20.449897750511248,Wednesday,7,Morning,8,1
2024-09-03,1900-01-01 00:58:20,Completed,Go Sedan,Gwal Pahari,Kirti Nagar,5.0,20.8,118.0,47.95,4.4,4.7,Debit Card,2.46089676746611,Tuesday,9,Night,0,1
2024-04-01,1900-01-01 12:37:41,Completed,Go Mini,Saidulajab,Gwal Pahari,4.8,38.0,488.0,20.5,3.6,5.0,Cash,23.804878048780488,Monday,4,Afternoon,12,1
2024-09-14,1900-01-01 12:48:40,Completed,Premier Sedan,Arjangarh,Tilak Nagar,4.6,29.3,174.0,31.62,4.2,4.9,UPI,5.502846299810247,Saturday,9,Afternoon,12,1
2024-05-13,1900-01-01 10:56:04,Completed,Auto,Indraprastha,Raj Nagar Extension,2.3,41.2,176.0,38.23,3.6,3.9,UPI,4.603714360449909,Monday,5,Morning,10,1
2024-05-02,1900-01-01 17:11:40,Completed,Bike,Ramesh Nagar,Chhatarpur,2.7,15.8,307.0,42.03,4.3,4.6,Uber Wallet,7.3043064477753985,Thursday,5,Evening,17,1
2024-08-07,1900-01-01 16:54:03,Completed,eBike,Ambience Mall,Pulbangash,8.4,42.4,178.0,16.88,4.3,4.6,UPI,10.545023696682465,Wednesday,8,Afternoon,16,1
2024-06-03,1900-01-01 16:13:32,Completed,Auto,Panchsheel Park,Cyber Hub,10.3,34.3,549.0,47.48,4.7,4.7,UPI,11.562763268744735,Monday,6,Afternoon,16,1
2024-03-04,1900-01-01 17:18:54,Completed,Bike,Paharganj,Civil Lines Gurgaon,10.8,15.2,314.0,31.76,3.7,4.9,UPI,9.886649874055415,Monday,3,Evening,17,1
2024-06-11,1900-01-01 09:39:03,Completed,eBike,Seelampur,Azadpur,12.1,40.7,195.0,27.51,3.3,4.2,UPI,7.088331515812431,Tuesday,6,Morning,9,1
2024-12-23,1900-01-01 07:38:47,Completed,Bike,Nirman Vihar,Kaushambi,3.0,42.8,414.0,11.99,4.5,4.2,Cash,34.528773978315265,Monday,12,Morning,7,1
2024-01-12,1900-01-01 22:10:59,Completed,eBike,IGNOU Road,Nirman Vihar,11.6,30.9,822.0,23.45,4.1,4.2,Credit Card,35.053304904051174,Friday,1,Night,22,1
2024-10-16,1900-01-01 08:45:06,Completed,Go Mini,Botanical Garden,IIT Delhi,10.6,43.2,453.0,35.81,4.4,4.9,UPI,12.650097738061993,Wednesday,10,Morning,8,1
